lockitver|DO NOT DELETE THIS LINE! 2698
str_village_prosperity_30|A aldeia de {s60} parece pobre e deixa negligenciado.
str_village_prosperity_40|A aldeia de {s60} parece pobre bastante e em dificuldade.
str_village_prosperity_50|A aldeia de {s60} parece claro.
str_village_prosperity_60|A aldeia de {s60} parece próspero.
str_village_prosperity_70|A aldeia de {s60} parece florescendo.
str_village_prosperity_80|A aldeia de {s60} parece rico e muito mantido.
str_village_prosperity_90|A aldeia de {s60} parece muito rico e próspero.
str_village_prosperity_100|A aldeia de {s60}, cercou através de terras férteis vastas, pareça imensamente rico.
str_town_alt_prosperity_0|Os preços dos bens disponíveis raros no mercado parecem os habitantes fora do alcance. Pessoas são mal-alimentadas, os animais deles/delas estão doentes ou agonizantes e as ferramentas deles/delas estão fora de uso. As ruelas foram abandonadas às moscas e os cachorros ronhentos.
str_town_alt_prosperity_20|No lugar do mercado, pessoas se queixam dos preços dos artigos de base e as boutiques está meio vazio. Os homens e animais mostram sinais de desnutrição e não são mantidas os edifícios e ferramentas mais. Provavelmente têm sido já muitas pessoas a procurar o trabalho em outro lugar.
str_town_alt_prosperity_40|No lugar do mercado, algumas pessoas se queixam dos preços dos artigos de base, mas as exibições são relativamente muito bem providas. Você vê um edifício, uma boutique ou um carro deixarem aqui e lá, mas nada incomum.
str_town_alt_prosperity_60|Pessoas parecem alimente bem e relativamente feliz. Os artesãos prosperam e um pouco de imigrantes tentar a sorte deles/delas aqui.
str_town_alt_prosperity_80|São mantidas bem as ameias, as ruas e as casas. Imigrantes das regiões vizinhas se apressam nos mercados, atraiu pela profusão dos bens e pelos numerosos trabalhos disponíveis. O barulho dos martelos e máquinas de tecelagem revela a atividade que reina nas lojas dos artesãos.
str_village_alt_prosperity_0|Alguns pessoas raras acham as forças novamente para trabalhar nos campos que não foram invadidos pelas ervas ruins. Os outros são debilitados e são alimentados insuficientemente ou já fugiu a região. Os animais de característica morreram de fome ou foram comidos por muito tempo; só algumas carcaças mentem novamente nos arredores, os ossos roidos por bestas selvagens.
str_village_alt_prosperity_20|Alguns fazendeiros e animais trabalham nos campos, mas o número pequeno deles/delas revela aqueles muitos aldeões emigram para achar do que comer. O equipamento de fazenda é enferrujado e fora de uso. O mato e as ervas ruins invadem os campos mais remotos.
str_village_alt_prosperity_40|Os aldeões realizam as tarefas sazonais deles/delas nos campos e os pomares. Os homens e animais parecem relativamente saudáveis e alimentam bem. Mas alguns campos remotos são ameias negligenciadas e certas esquerdas são em dilapidação, enquanto revelando aquele falta arme para realizar trabalhos todo necessários novamente.
str_village_alt_prosperity_60|A atividade está em capacidade total nos campos e pomares e as bolsas que transbordam com cereais e carne secaram revele a produtividade de agricultura e o aumento da aldeia.
str_village_alt_prosperity_80|A atividade está em capacidade total nos campos e pomares e os canais de irrigação frescamente úbere indica que os fazendeiros têm o tempo e a energia necessária para esparramar as superfícies cultiváveis. Os trabalhadores sazonais fluem propor a ajuda deles/delas e contribuir à prosperidade geral.
str_oasis_village_alt_prosperity_0|Os arvoredos de palma são quase abandonados e lodo obstrói os canais de irrigação. Os aldeões raros que você se encontra parecem mal-alimentados e inclinar. Os animais de característica morreram de fome ou foram comidos por muito tempo; só algumas carcaças mentem novamente nos arredores, os ossos roidos pelos chacais selvagens do deserto.
str_oasis_village_alt_prosperity_20|Raro é os aldeões que trabalham novamente nos arvoredos de palma e em parte, as dunas de areia ganham a terra nos jardins. Muitos canais são invadidos através de lodo, enquanto os poços e cisternas são ensablés.
str_oasis_village_alt_prosperity_40|Os homens e mulheres estão atarefado nos arvoredos de palma, enquanto arrastando ao ápice das palmas para a polinização das frutas. Os animais saudáveis manipulam as bombas e as rodas que irrigam os campos. Mas alguns canais e cisternas de manutenção de senhorita de irrigação.
str_oasis_village_alt_prosperity_60|A atividade está em capacidade total nos arvoredos de palma e pomares. Os fazendeiros se desafiam alegremente do topo das árvores onde eles administram a polinização das datas. A moagem das bombas em madeira, o bramido dos animais de característica e o barulho de água que fluxo para fluir indica que o sistema de irrigação próspero debaixo da atenção dos aldeões.
str_oasis_village_alt_prosperity_80|A atividade está em capacidade total nos arvoredos de palma enquanto os fazendeiros carregarem uma colheita excepcional de datas para vender isto no mercado. Os homens e mulheres trabalham difícil de cavar poços novos e canais para irrigar terras mais.
str_acres_grain|acres de campos de cereais
str_acres_orchard|acres de pomares e vinhedos
str_acres_oasis|acres de oásis irrigaram
str_looms|máquinas de tecelagem
str_boats|barcos
str_head_cattle|bovino
str_head_sheep|ovelha
str_mills|moinhos
str_kilns|fornos
str_pans|panelas
str_deposits|depósitos
str_hives|urticárias
str_breweries|restaurantes
str_presses|imprensas
str_smithies|forjas
str_caravans|reboques terrestres
str_traps|armadilhas
str_gardens|jardinets
str_tanneries|barris de bronzear
str_master_miller|Mestre moendo
str_master_brewer|Mr. o cervejeiro
str_master_presser|Mr. presseur
str_master_smith|Mr. o ferreiro
str_master_tanner|Mr. o curtidor
str_master_weaver|Mr. o tecedor
str_master_dyer|Mr. o tintureiro
str_war_report_minus_4|nós estamos a ponto de perder a guerra
str_war_report_minus_3|a situação parece pequeno encorajando
str_war_report_minus_2|nós não estamos em posição muito boa
str_war_report_minus_1|nós podemos ganhar a guerra novamente se nós ajuntarmos
str_war_report_0|nossas forças e esses do inimigo são equilibrados
str_war_report_plus_1|nós temos sorte para ganhar a guerra
str_war_report_plus_2|nós estamos bastante em uma situação favorável
str_war_report_plus_3|nós não deveríamos conhecer qualquer dificuldade para os derrotar
str_war_report_plus_4|nós estamos a ponto de ganhar a guerra
str_persuasion_summary_very_bad|Você faz seu persuadir melhor {s50}, mas nenhum de seus argumentos parece ter sucesso. Toda vez você tenta ser judicioso, ele/isto parece que você profere as palavras completamente errôneas que o separam do tópico. Como você termina para falar, você não teve sucesso estabelecendo uma fala servidor coerente o valorizar e você percebe que tudo o que você só fez serviu o dirigir mais. Claro que, você não impressiona {s50}.
str_persuasion_summary_bad|Você tenta persuadir {s50}, mas {reg51?elle:il} o ultrapassa nesta disciplina desde a partida. Até mesmo seus melhores argumentos falsificação sã para suas orelhas. Caso contrário, {s50} não tenha uma opinião muito marcado em o que você teve que dizer.
str_persuasion_summary_average|{s50} é revelado um interlocutor inteligente a ser dotado de uma mente rápida e você não avançará nenhum outro argumento sem isso {reg51?elle:il} sabe dar a volta a eles habilmente. Ao término desta discussão, nenhum entre você teve sucesso ganhando a terra.
str_persuasion_summary_good|Graças a uma mente rápida e uma discussão fluida, você acaba administrando a situação, enquanto acomodando {s50} desistir de alguns pontos. Porém, {reg51?elle:il} expressa mais dúvidas sobre seu pedido.
str_persuasion_summary_very_good|Você faz um discurso entusiástico que parece uma poesia para os ouvintes atentos. O mundo ele parece estar quieto para o ouvir melhorar. A profundidade das palavras moveu {s50} e {reg51?elle:il} parece querer o ajudar.
str_secret_sign_1|O gabinete dança à meia-noite...
str_secret_sign_2|Eu vendo para estas tapeçarias khergit bom. Você quer comprar um deles?
str_secret_sign_3|O amigo de um amigo enviou a mim...
str_secret_sign_4|Um vento forte de é respiração e o rio fica vermelho...
str_countersign_1|Mas ela para a cômoda ou as danças de castiçal?
str_countersign_2|Sim isso me interessa, você tem alguns dentro azul?
str_countersign_3|Mas, meu amigo, o amigo de seu amigo nunca terá um amigo como eu.
str_countersign_4|Você estava doente?
str_name_1|Albard
str_name_2|Euscarl
str_name_3|Sigmar
str_name_4|Talesqe
str_name_5|Ritmand
str_name_6|Aels
str_name_7|Raurqe
str_name_8|Bragamus
str_name_9|Taarl
str_name_10|Ramin
str_name_11|Shulk
str_name_12|Putar
str_name_13|Tamus
str_name_14|Reichad
str_name_15|Walcheas
str_name_16|Rulkh
str_name_17|Marlund
str_name_18|Auguryn
str_name_19|Daynad
str_name_20|Joayah
str_name_21|Ramar
str_name_22|Caldaran
str_name_23|Brabas
str_name_24|Kundrin
str_name_25|Pechnak
str_surname_1|{s50} de Uxhal
str_surname_2|{s50} de Wercheg
str_surname_3|{s50} de Reyvadin
str_surname_4|{s50} de Suno
str_surname_5|{s50} de Jelkala
str_surname_6|{s50} de Veluca
str_surname_7|{s50} de Halmar
str_surname_8|{s50} de Curaw
str_surname_9|{s50} de Sargoth
str_surname_10|{s50} de Tihr
str_surname_11|{s50} de Zendar
str_surname_12|{s50} de Rivacheg
str_surname_13|{s50} de Wercheg
str_surname_14|{s50} de Ehlerdag
str_surname_15|{s50} de Yaragar
str_surname_16|{s50} de Burglen
str_surname_17|{s50} de Shapeshte
str_surname_18|{s50} de Hanun
str_surname_19|{s50} de Saren
str_surname_20|{s50} de Tosdhar
str_surname_21|{s50} pernas Longas
str_surname_22|{s50} o magro
str_surname_23|{s50} Barba sedosa
str_surname_24|{s50} o Fraco
str_surname_25|{s50} a pessoa Pobre
str_surname_26|{s50} Cicatrizou isto
str_surname_27|{s50} o Justo
str_surname_28|{s50} o Terrificando
str_surname_29|{s50} o Vermelho
str_surname_30|{s50} o Preto
str_surname_31|{s50} o Gigante
str_surname_32|{s50} o Sonhador
str_surname_33|{s50} o audacioso
str_surname_34|{s50} o Valente
str_surname_35|{s50} o Enganador
str_surname_36|{s50} o Covarde
str_surname_37|{s50} o Fûté
str_surname_38|{s50} o Rápido
str_surname_39|{s50} o Trovador
str_surname_40|{s50} o impetuoso
str_surname_41|{s50} a Cabeça queimada
str_surnames_end|fim dos apelidos
str_number_of_troops_killed_reg1|Número de tropas matou: {reg1}
str_number_of_troops_wounded_reg1|Número de tropas ferido: {reg1}
str_number_of_own_troops_killed_reg1|Número de aliados de tropas matou: {reg1}
str_number_of_own_troops_wounded_reg1|Número de aliados de tropas feriu: {reg1}
str_retreat|Você bate uma retirada!
str_siege_continues|A briga continua...
str_casualty_display|Suas perdas: {s10} ^ Perdas hostis: {s11} {s12}
str_casualty_display_hp|Um dano o retira {reg1} ponto de vida.
str_quest_log_updated|O jornal de indagações foi posto atualizado...
str_banner_selection_text|A pessoa o deu o direito para levar uma bandeira. Sua bandeira representará seu estatuto e o honrará. Que bandeira quer você para escolher?
str_retirement_text_1|Você percebe muito tarde que sua fortuna não será eterna. Não era muito tempo necessário você desperdiçar o poucos de dinheiro que você levou a dificuldade para economizar e vários de suas tentativas desesperadas para começar a aventura novamente era infrutífero. Você termina como mendigo para {s9}, vivendo de esmolas e a caridade da igreja.
str_retirement_text_2|Você percebe muito tarde que sua fortuna não será eterna. Não era muito tempo necessário você desperdiçar o poucos de dinheiro que você levou a dificuldade para economizar. Quando seu último negador dilapidado, você começa a vida de criminoso nas ruelas de {s9}, usando sua habilidade a détrousser as pessoas pequenas ganhar sua ninharia.
str_retirement_text_3|Você percebe muito tarde que sua fortuna não será eterna. Não era muito tempo necessário você desperdiçar o poucos de dinheiro que você levou a dificuldade para economizar. Então, você acaba limpando fora as tavernas sem uma moeda mas enquanto adquirindo seus óculos dos chefes indulgentes enquanto os entretendo de suas façanhas de guerra que ninguém já leva sério.
str_retirement_text_4|A reserva de dinheiro que você tinha posto descargas laterais depressa isto, mas você tem sucesso todos o mesmo juntando alguns suficientemente para fazer a aquisição de uma terra para os ambientes da aldeia de {s7}. Por cima lá, você vive em fazendeiro grátis e muito depressa você começa a atrair {de possíveis esposas/de possíveis cônjuges}. Com tempo, consideram os aldeões você gosta de um herói local. Um lugar de honra sempre é adquirido você na hora dos banquetes e suas façanhas está novamente e novamente relacionado nas hospedarias e as tavernas de forma que as crianças pode se lembrar de você sempre.
str_retirement_text_5|A reserva de dinheiro que você tinha posto descargas laterais depressa isto, mas você tem bastante para fazer a aquisição de uma taverna para {s9}. Embora au primeiro primeiro, os habitantes da região são desconfiados a sua consideração, eles o aceitam entre eles. Como as passagens de tempo, sua taverna por completo crescimento se torna um lugar de se encontrar ideal como também um quarto de banquetes popular. Pessoas em todos lugares de para pensão completa graças a seu renome sem faille e para as narrações épicas de suas aventuras. Pessoas longe de provar sua cozinha, aquele diz excelente e escutar as narrações épicas da vida de seu aventureiro que você nunca não conta.
str_retirement_text_6|Você economizou desde o princípio com sabedoria sua carreira. Daqui em diante, sua fortuna juntada a sua inteligência lhe permite fazer investimentos iluminados para fortalecer seu futuro. Depois de ter comprado vários comércios e armazéns para {s9}, seu discernimento faz de você um dos comerciantes mais importantes do município e logo você se torna como muito para seu império comercial como para seus fatos de armas muito próspero, conhecido.
str_retirement_text_7|Você é um dono nobre, não obstante, de grau fraco e seu futuro é toda a caixa forte garantida. Você é resolvido em seu feudo para {s7}, administrando as aldeias e os campos deles/delas, enquanto devolvendo a justiça nos cursos locais e enchendo suas obrigações para seu suserano. De tempo para outros, seu suserano chama em você reunir e ordenar os exércitos de seus países mas estes períodos é breve e você nunca recupera realmente o gosto de suas aventuras de ano passado. Você já fez fortuna. Com seu próprio solar e seus bens, você tem só poucos desejos que não podem ser concedidos graças a suas rendas e suas riquezas pessoais.
str_retirement_text_8|Ele/isto é indisputável que você você é muito bem puxado disto ao nível pessoal. Seus numerosos bens e tesouros de aventuras representam bastante para lhe garantir uma vida macia e confortável pelo permanecer de seus dias. Enquanto se aposentando como nobre para {8}, você troca a aventura para as políticas e muito depressa, você se impõe como poder no reino de seu suserano. Os anos para seguir deixaram prediga o melhor e você não arrisca para o aborrecer anular os enredos, caçar em suas próprias florestas e festejar enquanto relacionando mil e a pessoa explora à briga.
str_retirement_text_9|Em recompensa de seus serviços bons e fiéis, seu suserano ordena a hereditariedade de seu título, enquanto lhe permitindo assim alcançar as esferas altas da nobreza em reino. Pouco tempo depois de, você se torna o barão de {7}, então você une os conselheiros e ajuda de acampamento se aproxime de seu suserano. Seu renome o dá uma influência e uma persuasão sutil como também um manifesto poder político. Daqui em diante você vende os dias no jogo do poder, enquanto administrando seus imensos feudos e enquanto relacionando com orgulho suas aventuras de ano passado.
str_retirement_text_10|Embora você tem origens modestas, seu suserano o segura em estima alta. Um choque onda cruzes reino quando o confere o título hereditário de {conta/condessa} de {s9}. Lá você está à cabeça de feudos vastos e uma imensa fortuna. Você se torna o conselheiro mais fiel de seu suserano, quase seu igual, muito depressa com moedas sua responsabilidade uma parte boa de reino. Você se senta em um trono em um palácio majestoso e é um das faces principais do país.
str_loot_village|atacar os aldeões inocentes
str_steal_from_villagers|roubar os aldeões pobres
str_rob_caravan|roubar umas pechinchas de reboque
str_sell_slavery|vender as pessoas como escravos
str_men_hungry|que nossos homens faltam comida
str_men_unpaid|que você não pode pagar seus homens
str_excessive_casualties|que toda batalha se transforma em banho de sangue para nossos homens
str_surrender|render
str_flee_battle|escapar a briga
str_pay_bandits|reembolsar os bandidos
str_fail_quest|estar em uma indagação para a qual nós fizemos nosso discurso de honra
str_squander_money|desperdiçar o dinheiro, aquele nos confiou
str_murder_merchant|nos envolver a sangue frio em um assassinato
str_round_up_serfs|juntar alguns servos para uma conta nobre
str_battle_fate_1|Nós separamos no fogo da ação
str_battle_fate_2|Eu estive então ferido deixa para morte
str_battle_fate_3|Eu estive atordoado pelo inimigo
str_battle_fate_4|Eu fui capturado para ser trocado contra um resgate
str_battle_fate_5|Eu fui capturado mas eu tive sucesso finalmente me correndo fora
str_npc_morale_report|Eu sou {s6} sua escolha de companheiros, {s7} seu estilo de comando e {s8} o estado geral do negócio
str_happy|satisfeito de
str_content|feliz de
str_concerned|interessado por
str_not_happy|longe de estar satisfeito de
str_miserable|honestamente espantado por
str_morale_reg1|Estado de mente: {reg1}
str_bar_enthusiastic|Entusiasta
str_bar_content|Feliz
str_bar_weary|Cansado
str_bar_disgruntled|Entorpeça
str_bar_miserable|Infeliz
str_here_plus_space|Aqui
str_npc1_intro|Ei o viajante, você não procuraria um perseguidor, por casualidade?
str_npc2_intro|Oi, você seria bastante agradável para levar um copo comigo? Eu não estou reduzido qualquer para meus últimos cinco negadores e mim préfèrerais os beber só.
str_npc3_intro|Dia bom!
str_npc4_intro|Saudações, eu sou Rolf, filho de Rolf, da Casa eminente do Rolves.
str_npc5_intro|Saudações, viajante. Você pensaria que o que o une a eu beber um copo?
str_npc6_intro|É o fim... o fim...
str_npc7_intro|Sim? Para o fato, mantenha suas distâncias.
str_npc8_intro|O que quer você?
str_npc9_intro|Ei você lá, {meu valente/minha senhora pequena}, seja agradável e traga me apóie outro copo.
str_npc10_intro|Eu o cumprimento, {meu irmão/meu s.ur}! Brindemos ao outono e a ruína de todos os Deuses e as senhoras de grau alto!
str_npc11_intro|Oi {o homem/menina jovem}. Tome uma bebida então a minha saúde.
str_npc12_intro|Saudações, viajante de amigo. Pode se ajudar talvez eu.
str_npc13_intro|Saudações, viajante, eu sou Nizar. Você ouviu certamente já para falar de mim.
str_npc14_intro|Sim? O que quer você então?
str_npc15_intro|Diga o amigo para mim, você não teria previsto deixar o município pouco daqui, por casualidade?
str_npc1_intro_response_1|Talvez, o que é a emergência?
str_npc2_intro_response_1|Seus últimos cinco negadores? Você ele/isto é o que chegou?
str_npc3_intro_response_1|Oi. O que faz um jovem assim a donzela muito elevada faz como este aqui em um lugar?
str_npc4_intro_response_1|Hmm... Eu não ouvi para já falar da Casa do Rolves.
str_npc5_intro_response_1|Certamente. Com quem tenho eu o prazer para beber um copo?
